Código de proyecto;Área;Prioridad;Presupuesto;Complejidad técnica;Número de dependencias asociadas;Time to market teórico en Q's;Fecha de inicio de ejecución;Fecha fin de ejecución;Fecha pase a producción;Fecha de uso por el personal;Time to market
SDATOOL-5450;CIB;Alta;180559;Media;5;3;10/04/2021;19/12/2021;02/01/2022;10/01/2022;275
SDATOOL-9638;ENG;Baja;96433;Media;3;2;10/08/2019;20/01/2020;17/02/2020;19/02/2020;193
SDATOOL-7103;T&C;Alta;187780;Alta;6;2;30/07/2022;16/05/2023;02/06/2023;10/06/2023;315
SDATOOL-9934;RIC;Baja;138263;Media;9;2;12/02/2025;14/11/2025;29/11/2025;04/12/2025;295
SDATOOL-4498;ENG;Baja;93685;Media;3;2;31/07/2020;13/02/2021;23/02/2021;02/03/2021;214
SDATOOL-1489;FIN;Alta;290059;Alta;5;3;24/03/2020;05/01/2021;19/01/2021;20/01/2021;302
SDATOOL-7255;ENG;Media;121151;Media;8;2;04/03/2023;14/12/2023;03/01/2024;04/01/2024;306
SDATOOL-6322;CIB;Media;188471;Alta;5;2;20/05/2021;11/11/2021;03/12/2021;10/12/2021;204
SDATOOL-8405;RIC;Media;325542;Alta;7;3;17/07/2025;23/09/2026;03/10/2026;11/10/2026;451
SDATOOL-3889;T&C;Media;83669;Media;2;2;08/12/2019;17/06/2020;10/07/2020;19/07/2020;224
SDATOOL-4091;FIN;Alta;70674;Media;10;1;18/01/2020;22/10/2020;02/11/2020;11/11/2020;298
SDATOOL-8985;T&C;Media;130195;Media;2;3;25/12/2019;17/09/2020;28/09/2020;07/10/2020;287
SDATOOL-2410;GRM;Baja;108669;Media;4;2;15/04/2022;29/08/2022;23/09/2022;29/09/2022;167
SDATOOL-6194;ENG;Alta;90215;Alta;5;1;19/11/2023;15/05/2024;11/06/2024;16/06/2024;210
SDATOOL-3972;ENG;Media;89910;Media;1;2;21/04/2022;18/09/2022;11/10/2022;16/10/2022;178
SDATOOL-1407;T&C;Alta;212332;Media;9;3;11/12/2019;06/11/2020;05/12/2020;08/12/2020;363
SDATOOL-1880;RCS;Baja;391676;Alta;6;4;12/01/2025;05/04/2026;02/05/2026;11/05/2026;484
SDATOOL-9160;GRM;Baja;52919;Baja;1;2;12/09/2019;16/02/2020;15/03/2020;18/03/2020;188
SDATOOL-7177;CIB;Media;259081;Media;7;4;22/04/2022;25/06/2023;21/07/2023;22/07/2023;456
SDATOOL-6547;T&C;Baja;226654;Media;9;3;07/04/2021;03/05/2022;01/06/2022;04/06/2022;423
SDATOOL-9422;FIN;Baja;195786;Alta;5;2;02/04/2024;02/11/2024;12/11/2024;13/11/2024;225
SDATOOL-9696;RIC;Baja;96436;Media;1;2;27/11/2025;18/06/2026;11/07/2026;12/07/2026;227
SDATOOL-5859;CIB;Media;225932;Media;9;3;02/02/2021;07/04/2022;21/04/2022;28/04/2022;450
SDATOOL-7102;ENG;Media;163774;Media;10;2;19/12/2023;25/10/2024;12/11/2024;17/11/2024;334
SDATOOL-7652;RIC;Baja;126684;Media;1;3;01/05/2022;18/01/2023;14/02/2023;19/02/2023;294
SDATOOL-8864;CCS;Media;133288;Baja;8;3;12/03/2020;23/01/2021;02/02/2021;05/02/2021;330
SDATOOL-1385;GRM;Media;125303;Alta;8;1;22/02/2020;12/08/2020;30/08/2020;31/08/2020;191
SDATOOL-7639;CCS;Media;171149;Alta;3;2;04/10/2023;26/04/2024;19/05/2024;21/05/2024;230
SDATOOL-7207;RCS;Baja;181612;Media;6;3;15/01/2020;18/11/2020;26/11/2020;04/12/2020;324
SDATOOL-5300;T&C;Baja;204416;Media;9;3;11/02/2021;17/12/2021;29/12/2021;02/01/2022;325
SDATOOL-3876;RCS;Media;142294;Media;10;2;05/03/2019;07/11/2019;02/12/2019;08/12/2019;278
SDATOOL-8538;RIC;Alta;16706;Baja;1;1;10/10/2024;08/01/2025;31/01/2025;07/02/2025;120
SDATOOL-2038;FIN;Alta;122268;Media;7;2;02/09/2019;16/05/2020;31/05/2020;03/06/2020;275
SDATOOL-3394;RCS;Media;79192;Baja;7;2;16/03/2021;26/10/2021;04/11/2021;10/11/2021;239
SDATOOL-4884;FIN;Baja;135444;Baja;4;4;11/02/2022;17/01/2023;11/02/2023;20/02/2023;374
SDATOOL-1774;ENG;Alta;226141;Alta;7;2;17/12/2023;10/12/2024;21/12/2024;25/12/2024;374
SDATOOL-8497;CCS;Media;300621;Alta;6;3;20/01/2024;06/02/2025;02/03/2025;03/03/2025;408
SDATOOL-7940;RCS;Alta;193775;Media;8;3;06/04/2021;14/06/2022;21/06/2022;22/06/2022;442
SDATOOL-7487;T&C;Baja;470565;Alta;9;4;30/01/2019;18/05/2020;02/06/2020;06/06/2020;493
SDATOOL-5473;ENG;Media;272039;Alta;4;3;09/06/2022;04/06/2023;19/06/2023;27/06/2023;383
SDATOOL-7765;ENG;Media;100657;Baja;8;2;28/07/2020;20/02/2021;04/03/2021;13/03/2021;228
SDATOOL-8765;ENG;Alta;244244;Media;6;4;06/03/2019;12/05/2020;24/05/2020;26/05/2020;447
SDATOOL-7550;ENG;Baja;222002;Alta;8;2;06/07/2021;11/06/2022;21/06/2022;23/06/2022;352
SDATOOL-1088;RCS;Alta;203592;Media;7;3;02/03/2019;26/11/2019;09/12/2019;18/12/2019;291
SDATOOL-2852;ENG;Alta;39819;Media;2;1;20/08/2025;19/01/2026;09/02/2026;11/02/2026;175
SDATOOL-3247;ENG;Media;155240;Alta;3;2;02/03/2024;01/11/2024;26/11/2024;29/11/2024;272
SDATOOL-1112;ENG;Alta;56080;Media;6;1;20/08/2024;03/03/2025;30/03/2025;06/04/2025;229
SDATOOL-5460;FIN;Alta;206346;Media;8;3;17/07/2023;19/05/2024;29/05/2024;08/06/2024;327
SDATOOL-9269;FIN;Baja;176919;Baja;7;4;05/02/2024;13/03/2025;02/04/2025;04/04/2025;424
SDATOOL-1767;CCS;Media;151824;Media;9;2;22/02/2020;08/01/2021;22/01/2021;23/01/2021;336
SDATOOL-3107;GRM;Media;253766;Media;7;4;31/01/2021;28/03/2022;22/04/2022;02/05/2022;456
SDATOOL-2714;FIN;Media;133997;Media;6;2;12/11/2025;25/06/2026;10/07/2026;17/07/2026;247
SDATOOL-3788;FIN;Baja;216196;Media;10;3;30/09/2019;09/08/2020;16/08/2020;26/08/2020;331
SDATOOL-5832;CIB;Alta;112954;Media;5;2;30/07/2025;06/03/2026;28/03/2026;07/04/2026;251
SDATOOL-2929;RIC;Media;316421;Alta;7;3;05/10/2021;08/10/2022;20/10/2022;21/10/2022;381
SDATOOL-5507;RCS;Media;151187;Media;9;2;15/09/2020;04/04/2021;24/04/2021;04/05/2021;231
SDATOOL-4046;CCS;Media;70682;Media;1;2;12/07/2020;18/12/2020;12/01/2021;16/01/2021;188
SDATOOL-5916;T&C;Alta;172209;Media;5;3;28/09/2025;14/07/2026;08/08/2026;17/08/2026;323
SDATOOL-6788;FIN;Media;55957;Media;3;1;31/05/2022;07/09/2022;30/09/2022;02/10/2022;124
SDATOOL-8088;GRM;Alta;220856;Alta;7;2;11/02/2019;27/11/2019;15/12/2019;21/12/2019;313
SDATOOL-7462;ENG;Media;245613;Alta;10;2;26/09/2024;27/09/2025;04/10/2025;11/10/2025;380
SDATOOL-6247;T&C;Media;157038;Baja;5;4;19/02/2025;11/02/2026;27/02/2026;28/02/2026;374
SDATOOL-1589;ENG;Media;291151;Media;10;4;31/03/2020;13/09/2021;09/10/2021;11/10/2021;559
SDATOOL-5125;ENG;Media;193898;Alta;5;2;02/04/2023;03/12/2023;24/12/2023;26/12/2023;268
SDATOOL-1320;CCS;Alta;81051;Alta;3;1;06/08/2025;16/01/2026;07/02/2026;17/02/2026;195
SDATOOL-9668;CCS;Media;53551;Baja;1;2;11/05/2020;20/10/2020;09/11/2020;14/11/2020;187
SDATOOL-5746;ENG;Media;102908;Baja;5;3;10/12/2022;07/09/2023;22/09/2023;01/10/2023;295
SDATOOL-2251;RCS;Baja;141206;Media;10;2;24/11/2020;10/10/2021;26/10/2021;30/10/2021;340
SDATOOL-9820;RCS;Media;123272;Media;5;2;21/04/2020;26/09/2020;17/10/2020;24/10/2020;186
SDATOOL-6743;RCS;Baja;96285;Media;3;2;28/09/2021;14/03/2022;08/04/2022;15/04/2022;199
SDATOOL-1006;FIN;Media;137112;Media;8;2;30/12/2022;10/09/2023;28/09/2023;05/10/2023;279
SDATOOL-6957;CIB;Baja;343838;Alta;8;3;18/10/2023;10/11/2024;17/11/2024;18/11/2024;397
SDATOOL-8854;RCS;Media;137643;Media;7;2;01/04/2021;23/12/2021;08/01/2022;12/01/2022;286
SDATOOL-1290;CCS;Media;188925;Alta;6;2;24/02/2023;29/12/2023;18/01/2024;24/01/2024;334
SDATOOL-5705;ENG;Baja;91339;Media;3;2;06/06/2025;02/01/2026;24/01/2026;02/02/2026;241
SDATOOL-2474;CCS;Alta;94035;Alta;5;1;11/03/2022;06/09/2022;17/09/2022;21/09/2022;194
SDATOOL-6696;RCS;Media;248229;Alta;9;2;07/08/2025;24/07/2026;22/08/2026;28/08/2026;386
SDATOOL-4593;CIB;Baja;471401;Alta;9;4;01/09/2025;02/01/2027;15/01/2027;23/01/2027;509
SDATOOL-4313;T&C;Media;93280;Alta;6;1;06/03/2021;25/09/2021;06/10/2021;15/10/2021;223
SDATOOL-2041;RIC;Baja;221102;Media;10;3;10/12/2021;03/02/2023;21/02/2023;22/02/2023;439
SDATOOL-4748;CCS;Media;218731;Media;10;3;29/11/2023;21/01/2025;14/02/2025;17/02/2025;446
SDATOOL-2386;FIN;Alta;88503;Baja;9;2;28/02/2020;01/12/2020;10/12/2020;13/12/2020;289
SDATOOL-5617;RCS;Baja;88400;Media;2;2;19/01/2020;25/06/2020;16/07/2020;19/07/2020;182
SDATOOL-4896;GRM;Media;64907;Media;9;1;28/11/2020;17/07/2021;28/07/2021;03/08/2021;248
SDATOOL-8307;FIN;Media;92060;Media;3;2;06/07/2021;30/12/2021;06/01/2022;07/01/2022;185
SDATOOL-1182;CIB;Alta;376393;Alta;10;3;15/11/2024;23/01/2026;08/02/2026;17/02/2026;459
SDATOOL-1124;CCS;Media;87729;Baja;6;2;21/04/2023;09/11/2023;19/11/2023;27/11/2023;220
SDATOOL-9045;RCS;Baja;243434;Media;6;4;05/05/2020;24/07/2021;07/08/2021;09/08/2021;461
SDATOOL-1694;T&C;Baja;110650;Baja;5;3;16/04/2019;27/12/2019;15/01/2020;21/01/2020;280
SDATOOL-4121;FIN;Media;125806;Media;7;2;11/08/2022;13/03/2023;04/04/2023;13/04/2023;245
SDATOOL-1504;RCS;Baja;222650;Media;10;3;01/09/2022;27/08/2023;08/09/2023;11/09/2023;375
SDATOOL-8417;CCS;Alta;32529;Baja;1;1;04/12/2022;12/03/2023;06/04/2023;15/04/2023;132
SDATOOL-8344;RIC;Media;92083;Baja;4;3;12/01/2019;11/09/2019;19/09/2019;27/09/2019;258
SDATOOL-8113;GRM;Media;361385;Alta;5;4;28/04/2022;25/06/2023;18/07/2023;22/07/2023;450
SDATOOL-4236;ENG;Baja;160542;Alta;4;2;05/12/2023;30/05/2024;17/06/2024;23/06/2024;201
SDATOOL-9230;ENG;Baja;140183;Baja;10;3;23/07/2022;24/07/2023;13/08/2023;18/08/2023;391
SDATOOL-8588;CCS;Media;182018;Media;5;3;07/09/2021;23/06/2022;19/07/2022;29/07/2022;325
SDATOOL-3739;FIN;Alta;202864;Media;8;3;20/12/2022;29/01/2024;06/02/2024;07/02/2024;414
SDATOOL-9965;FIN;Baja;109486;Media;1;3;16/03/2024;03/12/2024;24/12/2024;28/12/2024;287
SDATOOL-7855;FIN;Media;156223;Media;4;3;15/07/2019;14/05/2020;23/05/2020;25/05/2020;315
SDATOOL-4724;FIN;Alta;184094;Media;7;3;05/09/2022;20/09/2023;29/09/2023;01/10/2023;391
SDATOOL-6587;CIB;Baja;109838;Baja;4;3;13/04/2023;28/12/2023;06/01/2024;12/01/2024;274
SDATOOL-8500;CCS;Media;79788;Baja;5;2;08/06/2020;25/10/2020;08/11/2020;17/11/2020;162
SDATOOL-6594;CCS;Alta;350419;Alta;8;3;18/08/2025;25/10/2026;08/11/2026;12/11/2026;451
SDATOOL-5056;FIN;Media;126758;Media;5;2;14/02/2024;20/07/2024;13/08/2024;15/08/2024;183
SDATOOL-9417;RIC;Alta;102564;Media;5;2;25/12/2024;27/08/2025;16/09/2025;18/09/2025;267
SDATOOL-3313;RCS;Media;292448;Media;9;4;21/12/2020;20/03/2022;18/04/2022;22/04/2022;487
SDATOOL-1310;ENG;Media;82790;Alta;2;1;25/12/2023;20/03/2024;16/04/2024;22/04/2024;119
SDATOOL-2735;GRM;Media;47605;Media;4;1;06/06/2021;11/09/2021;02/10/2021;06/10/2021;122
SDATOOL-8717;T&C;Baja;89926;Baja;9;2;01/07/2020;04/04/2021;25/04/2021;05/05/2021;308
SDATOOL-5671;FIN;Media;219909;Media;9;3;26/01/2025;18/02/2026;14/03/2026;18/03/2026;416
SDATOOL-8449;CCS;Baja;233344;Alta;9;2;05/06/2025;11/03/2026;05/04/2026;07/04/2026;306
SDATOOL-9963;RCS;Media;102089;Media;5;2;16/11/2021;30/05/2022;06/06/2022;13/06/2022;209
SDATOOL-4574;RCS;Baja;32103;Baja;7;1;17/04/2020;28/09/2020;17/10/2020;18/10/2020;184
SDATOOL-1845;CIB;Alta;191413;Media;8;3;09/01/2024;21/01/2025;06/02/2025;08/02/2025;396
SDATOOL-8476;CIB;Alta;68896;Media;5;1;12/09/2025;09/01/2026;23/01/2026;31/01/2026;141
SDATOOL-2673;GRM;Baja;127414;Media;7;2;11/07/2024;09/03/2025;03/04/2025;10/04/2025;273
SDATOOL-2708;FIN;Baja;50954;Media;7;1;09/08/2021;08/01/2022;17/01/2022;23/01/2022;167
SDATOOL-2447;ENG;Media;98746;Media;4;2;12/02/2025;16/07/2025;09/08/2025;19/08/2025;188
SDATOOL-9520;T&C;Alta;137221;Media;10;2;08/11/2024;01/09/2025;26/09/2025;03/10/2025;329
SDATOOL-7941;ENG;Media;147497;Media;2;3;16/09/2025;04/06/2026;24/06/2026;27/06/2026;284
SDATOOL-1623;CCS;Alta;103574;Baja;2;3;14/10/2022;14/07/2023;28/07/2023;01/08/2023;291
SDATOOL-3938;RIC;Alta;143196;Media;8;2;17/03/2023;08/12/2023;21/12/2023;30/12/2023;288
SDATOOL-5362;ENG;Baja;178706;Alta;5;2;17/06/2024;23/01/2025;04/02/2025;08/02/2025;236
SDATOOL-8692;ENG;Media;200020;Media;9;3;14/01/2022;19/02/2023;07/03/2023;13/03/2023;423
SDATOOL-9468;FIN;Baja;46234;Media;1;1;10/11/2022;26/01/2023;15/02/2023;21/02/2023;103
SDATOOL-7894;FIN;Media;59220;Baja;4;2;30/04/2025;28/09/2025;27/10/2025;06/11/2025;190
SDATOOL-2027;GRM;Baja;103249;Media;5;2;03/09/2020;29/01/2021;20/02/2021;01/03/2021;179
SDATOOL-4351;ENG;Alta;105853;Media;3;2;22/09/2020;01/06/2021;24/06/2021;01/07/2021;282
SDATOOL-9222;CCS;Baja;137237;Media;8;2;19/01/2024;25/10/2024;07/11/2024;08/11/2024;294
SDATOOL-9063;RIC;Baja;127775;Media;8;2;10/11/2021;16/08/2022;28/08/2022;29/08/2022;292
SDATOOL-5052;GRM;Media;135612;Media;9;2;28/04/2021;13/03/2022;09/04/2022;10/04/2022;347
SDATOOL-8860;ENG;Alta;109282;Media;6;2;24/06/2021;30/04/2022;13/05/2022;21/05/2022;331
SDATOOL-1300;FIN;Alta;149141;Baja;9;3;04/12/2025;25/09/2026;24/10/2026;25/10/2026;325
SDATOOL-1144;ENG;Media;135800;Media;9;2;23/09/2023;19/04/2024;16/05/2024;21/05/2024;241
SDATOOL-4588;FIN;Media;85782;Baja;10;2;04/05/2023;19/01/2024;05/02/2024;12/02/2024;284
SDATOOL-5545;ENG;Alta;151313;Media;1;4;25/03/2022;08/03/2023;04/04/2023;13/04/2023;384
SDATOOL-6412;GRM;Media;52411;Baja;3;2;06/10/2025;18/03/2026;01/04/2026;08/04/2026;184
SDATOOL-4452;FIN;Media;141178;Baja;8;3;06/10/2023;14/07/2024;03/08/2024;11/08/2024;310
SDATOOL-8577;RIC;Media;315292;Alta;7;3;30/09/2025;05/09/2026;24/09/2026;28/09/2026;363
SDATOOL-3044;RIC;Media;97407;Alta;6;1;18/03/2019;16/09/2019;07/10/2019;11/10/2019;207
SDATOOL-4307;CCS;Media;147956;Media;4;3;31/05/2020;13/03/2021;04/04/2021;05/04/2021;309
SDATOOL-3864;ENG;Media;156908;Media;10;2;29/06/2025;16/04/2026;15/05/2026;19/05/2026;324
SDATOOL-8501;FIN;Media;221861;Media;10;3;05/09/2022;10/08/2023;18/08/2023;20/08/2023;349
SDATOOL-7529;CIB;Media;62712;Media;6;1;15/07/2024;18/11/2024;07/12/2024;09/12/2024;147
SDATOOL-1807;FIN;Media;60854;Baja;2;2;16/12/2020;14/05/2021;06/06/2021;16/06/2021;182
SDATOOL-3582;RCS;Baja;79959;Alta;5;1;27/05/2022;06/09/2022;04/10/2022;14/10/2022;140
SDATOOL-5171;CCS;Alta;106538;Alta;6;1;03/04/2020;03/01/2021;10/01/2021;14/01/2021;286
SDATOOL-6314;T&C;Media;45729;Baja;3;1;13/03/2020;11/05/2020;25/05/2020;03/06/2020;82
SDATOOL-3302;FIN;Media;186661;Media;3;4;04/12/2024;12/11/2025;24/11/2025;25/11/2025;356
SDATOOL-7373;FIN;Baja;125290;Media;6;2;25/08/2023;19/03/2024;01/04/2024;08/04/2024;227
SDATOOL-8872;CIB;Alta;125876;Baja;7;3;02/04/2021;22/02/2022;14/03/2022;15/03/2022;347
SDATOOL-1484;T&C;Media;373742;Alta;10;3;22/11/2020;07/12/2021;02/01/2022;12/01/2022;416
SDATOOL-6364;RIC;Media;249747;Alta;4;3;14/11/2021;17/10/2022;11/11/2022;19/11/2022;370
SDATOOL-3417;ENG;Alta;68740;Media;9;1;02/07/2022;08/03/2023;26/03/2023;29/03/2023;270
SDATOOL-4489;ENG;Media;160842;Media;10;2;26/11/2025;09/10/2026;30/10/2026;06/11/2026;345
SDATOOL-1752;GRM;Media;146377;Media;9;2;02/07/2021;31/03/2022;08/04/2022;09/04/2022;281
SDATOOL-2067;RIC;Alta;61383;Media;8;1;18/11/2020;26/06/2021;14/07/2021;15/07/2021;239
SDATOOL-5728;GRM;Media;60462;Baja;2;2;09/07/2021;25/12/2021;01/01/2022;04/01/2022;179
SDATOOL-3651;CCS;Media;261740;Alta;4;3;19/06/2019;21/05/2020;11/06/2020;16/06/2020;363
SDATOOL-9607;ENG;Media;218418;Alta;7;2;05/03/2021;01/01/2022;24/01/2022;27/01/2022;328
SDATOOL-6009;RCS;Alta;147554;Media;10;2;21/04/2024;26/01/2025;23/02/2025;04/03/2025;317
SDATOOL-6234;FIN;Media;92977;Media;2;2;02/05/2022;21/10/2022;15/11/2022;22/11/2022;204
SDATOOL-2527;GRM;Media;127358;Media;8;2;13/11/2023;22/06/2024;15/07/2024;18/07/2024;248
SDATOOL-5451;RIC;Media;308071;Alta;6;3;20/07/2024;23/07/2025;07/08/2025;12/08/2025;388
SDATOOL-7609;CIB;Alta;111693;Media;1;3;31/12/2022;26/11/2023;03/12/2023;05/12/2023;339
SDATOOL-6813;ENG;Baja;221167;Alta;1;3;26/08/2022;23/07/2023;01/08/2023;04/08/2023;343
SDATOOL-9246;T&C;Media;54815;Media;1;1;17/12/2023;18/03/2024;30/03/2024;01/04/2024;106
SDATOOL-2533;CCS;Baja;239520;Alta;9;2;15/04/2019;15/02/2020;04/03/2020;05/03/2020;325
SDATOOL-7384;RCS;Alta;103190;Alta;8;1;11/07/2021;05/02/2022;21/02/2022;03/03/2022;235
SDATOOL-7339;GRM;Alta;27224;Baja;4;1;17/09/2025;17/01/2026;08/02/2026;09/02/2026;145
SDATOOL-4258;ENG;Media;158395;Media;1;4;24/08/2022;10/10/2023;26/10/2023;30/10/2023;432
SDATOOL-5880;CCS;Media;196361;Media;8;3;17/02/2023;25/02/2024;03/03/2024;13/03/2024;390
SDATOOL-2331;FIN;Media;113765;Alta;7;1;01/07/2020;04/12/2020;30/12/2020;09/01/2021;192
SDATOOL-1843;ENG;Media;141071;Media;10;2;11/07/2023;16/06/2024;02/07/2024;07/07/2024;362
SDATOOL-7862;ENG;Media;198716;Media;7;3;23/12/2025;02/12/2026;20/12/2026;26/12/2026;368
SDATOOL-9163;FIN;Media;308850;Alta;6;3;20/11/2019;10/12/2020;22/12/2020;24/12/2020;400
SDATOOL-9767;T&C;Alta;189878;Media;7;3;26/01/2023;08/01/2024;15/01/2024;17/01/2024;356
SDATOOL-5696;CCS;Media;113988;Baja;1;4;28/05/2019;11/05/2020;03/06/2020;08/06/2020;377
SDATOOL-7716;FIN;Media;144678;Media;3;3;12/02/2021;17/10/2021;07/11/2021;11/11/2021;272
SDATOOL-7779;RIC;Baja;94496;Alta;7;1;24/02/2025;31/08/2025;07/09/2025;09/09/2025;197
SDATOOL-8660;ENG;Media;198263;Alta;1;3;29/09/2024;25/09/2025;10/10/2025;16/10/2025;382
SDATOOL-2222;ENG;Alta;221461;Media;9;3;15/08/2019;12/10/2020;20/10/2020;26/10/2020;438
SDATOOL-4609;CIB;Baja;238167;Alta;10;2;06/03/2022;20/12/2022;14/01/2023;23/01/2023;323
SDATOOL-7932;FIN;Media;73898;Media;8;1;10/07/2019;06/11/2019;24/11/2019;03/12/2019;146
SDATOOL-8902;CIB;Baja;214307;Media;10;3;02/10/2019;27/10/2020;25/11/2020;27/11/2020;422
SDATOOL-9057;CIB;Alta;224749;Media;10;3;18/05/2019;24/06/2020;22/07/2020;30/07/2020;439
SDATOOL-4844;RIC;Alta;194115;Alta;1;3;09/07/2022;15/05/2023;08/06/2023;18/06/2023;344
SDATOOL-3557;FIN;Alta;151111;Alta;1;2;12/04/2019;15/12/2019;12/01/2020;19/01/2020;282
SDATOOL-8020;GRM;Alta;189836;Media;7;3;05/01/2022;30/11/2022;21/12/2022;29/12/2022;358
SDATOOL-7223;RCS;Alta;105618;Media;5;2;10/02/2023;14/09/2023;03/10/2023;06/10/2023;238
SDATOOL-8436;CIB;Media;210209;Alta;6;2;18/12/2021;28/10/2022;14/11/2022;19/11/2022;336
SDATOOL-7019;CIB;Alta;126198;Media;8;2;01/02/2023;20/01/2024;03/02/2024;04/02/2024;368
SDATOOL-3928;CIB;Baja;195017;Media;4;4;07/01/2021;28/01/2022;15/02/2022;23/02/2022;412
SDATOOL-6249;ENG;Baja;75179;Media;1;2;03/04/2019;28/09/2019;25/10/2019;04/11/2019;215
SDATOOL-1203;ENG;Media;45170;Media;4;1;18/04/2024;01/07/2024;21/07/2024;28/07/2024;101
SDATOOL-9255;CIB;Baja;29276;Baja;3;1;11/03/2023;07/06/2023;15/06/2023;22/06/2023;103
SDATOOL-1016;FIN;Media;99632;Media;4;2;07/06/2021;19/11/2021;02/12/2021;10/12/2021;186
SDATOOL-7436;ENG;Media;162413;Alta;2;2;16/12/2024;27/08/2025;08/09/2025;09/09/2025;267
SDATOOL-5477;ENG;Media;113384;Baja;5;3;11/09/2022;23/05/2023;08/06/2023;12/06/2023;274
SDATOOL-7882;FIN;Alta;126769;Media;5;2;04/11/2020;13/06/2021;26/06/2021;30/06/2021;238
SDATOOL-7827;ENG;Media;253498;Alta;4;3;31/12/2024;13/10/2025;28/10/2025;05/11/2025;309
SDATOOL-6518;ENG;Baja;222055;Media;4;4;03/10/2023;11/11/2024;03/12/2024;08/12/2024;432
SDATOOL-7158;GRM;Alta;108965;Media;6;2;05/09/2023;30/06/2024;14/07/2024;23/07/2024;322
SDATOOL-8757;FIN;Baja;145868;Media;4;3;03/08/2024;13/04/2025;03/05/2025;07/05/2025;277
SDATOOL-8496;GRM;Baja;82010;Media;2;2;26/01/2023;25/06/2023;02/07/2023;12/07/2023;167
SDATOOL-4025;RIC;Media;273721;Alta;4;3;22/08/2023;17/07/2024;31/07/2024;10/08/2024;354
SDATOOL-8655;ENG;Alta;288560;Alta;6;3;15/03/2021;02/04/2022;24/04/2022;28/04/2022;409
SDATOOL-2479;FIN;Media;122143;Baja;5;3;17/02/2020;10/10/2020;25/10/2020;04/11/2020;261
SDATOOL-3103;GRM;Media;187913;Alta;6;2;27/11/2019;01/09/2020;13/09/2020;21/09/2020;299
SDATOOL-6915;GRM;Media;205034;Alta;1;3;24/09/2019;14/09/2020;25/09/2020;28/09/2020;370
SDATOOL-3471;RIC;Media;179998;Media;1;4;26/01/2021;09/02/2022;23/02/2022;01/03/2022;399
SDATOOL-6382;FIN;Media;87285;Media;2;2;19/05/2020;05/12/2020;26/12/2020;02/01/2021;228
SDATOOL-3017;CIB;Alta;293994;Alta;6;3;06/07/2023;22/05/2024;07/06/2024;11/06/2024;341
SDATOOL-4250;ENG;Alta;63640;Media;5;1;17/06/2022;30/09/2022;27/10/2022;28/10/2022;133
SDATOOL-9655;GRM;Alta;458619;Alta;8;4;12/12/2021;10/03/2023;23/03/2023;25/03/2023;468
SDATOOL-9481;ENG;Alta;281595;Media;8;4;29/08/2025;14/10/2026;23/10/2026;01/11/2026;429
SDATOOL-7878;GRM;Baja;46359;Baja;7;1;06/05/2021;29/09/2021;26/10/2021;01/11/2021;179
SDATOOL-3718;T&C;Alta;394115;Alta;6;4;05/04/2025;11/07/2026;19/07/2026;26/07/2026;477
SDATOOL-4107;CCS;Media;124868;Media;5;2;07/06/2021;13/12/2021;24/12/2021;28/12/2021;204
SDATOOL-5262;GRM;Baja;96699;Media;2;2;04/05/2021;22/10/2021;13/11/2021;15/11/2021;195
SDATOOL-9499;RIC;Media;156221;Media;9;2;07/08/2022;26/06/2023;06/07/2023;12/07/2023;339
SDATOOL-5420;ENG;Media;273710;Media;9;4;13/08/2023;12/12/2024;24/12/2024;28/12/2024;503
SDATOOL-3479;CIB;Baja;133661;Baja;7;3;24/07/2024;05/07/2025;01/08/2025;05/08/2025;377
SDATOOL-9025;CIB;Alta;144294;Media;10;2;06/09/2021;29/07/2022;22/08/2022;30/08/2022;358
SDATOOL-7007;GRM;Media;367400;Alta;10;3;25/12/2021;02/03/2023;12/03/2023;19/03/2023;449
SDATOOL-3985;T&C;Media;67400;Media;7;1;10/11/2019;07/03/2020;02/04/2020;04/04/2020;146
SDATOOL-6973;FIN;Media;153262;Media;9;2;12/01/2021;11/10/2021;29/10/2021;08/11/2021;300
SDATOOL-1187;GRM;Media;141876;Media;8;2;16/10/2020;31/05/2021;21/06/2021;01/07/2021;258
SDATOOL-9263;RCS;Media;266842;Media;8;4;07/09/2020;13/11/2021;29/11/2021;04/12/2021;453
SDATOOL-8522;T&C;Media;120348;Alta;10;1;24/06/2025;17/02/2026;13/03/2026;14/03/2026;263
SDATOOL-9799;CCS;Baja;138284;Media;2;3;30/05/2022;13/02/2023;08/03/2023;16/03/2023;290
SDATOOL-2992;FIN;Baja;31544;Baja;4;1;21/08/2020;23/10/2020;18/11/2020;25/11/2020;96
SDATOOL-6765;ENG;Media;105000;Baja;6;3;23/01/2024;31/12/2024;12/01/2025;15/01/2025;358
SDATOOL-7845;RCS;Alta;227093;Media;10;3;27/06/2023;18/08/2024;14/09/2024;18/09/2024;449
SDATOOL-9418;ENG;Alta;272599;Alta;5;3;10/05/2020;17/03/2021;15/04/2021;18/04/2021;343
SDATOOL-7667;ENG;Alta;82188;Media;8;1;03/03/2024;05/12/2024;15/12/2024;16/12/2024;288
SDATOOL-7154;FIN;Media;188814;Media;6;3;19/08/2024;23/07/2025;15/08/2025;21/08/2025;367
SDATOOL-1031;CIB;Media;146340;Media;3;3;01/09/2021;01/06/2022;18/06/2022;21/06/2022;293
