Código de proyecto;Área;Prioridad;Presupuesto;Complejidad técnica;Número de dependencias asociadas;Time to market teórico en Q's;Fecha de inicio de ejecución;Fecha fin de ejecución;Fecha pase a producción;Fecha de uso por el personal;Time to market
SDATOOL-1528;CIB;Alta;122872;Media;5;2;01/01/2019;11/03/2019;28/03/2019;03/04/2019;92
SDATOOL-5286;CIB;Media;193071;Media;3;4;03/07/2022;17/08/2023;03/09/2023;10/09/2023;434
SDATOOL-4723;GRM;Alta;214062;Media;8;3;02/10/2019;28/10/2020;07/11/2020;14/11/2020;408
SDATOOL-3723;FIN;Baja;46781;Media;3;1;28/04/2020;13/07/2020;30/07/2020;02/08/2020;95
SDATOOL-5733;ENG;Baja;110513;Media;3;2;22/02/2023;23/09/2023;15/10/2023;23/10/2023;242
SDATOOL-1946;ENG;Media;274441;Alta;5;3;27/11/2021;20/11/2022;30/11/2022;05/12/2022;372
SDATOOL-2371;CIB;Baja;117637;Media;1;3;05/04/2020;26/12/2020;20/01/2021;21/01/2021;290
SDATOOL-1286;T&C;Alta;115454;Baja;7;3;09/08/2021;06/07/2022;27/07/2022;02/08/2022;357
SDATOOL-6245;T&C;Alta;292609;Media;9;4;11/12/2021;05/03/2023;22/03/2023;28/03/2023;472
SDATOOL-3051;ENG;Alta;211980;Alta;2;3;22/12/2021;31/10/2022;24/11/2022;01/12/2022;343
SDATOOL-6921;GRM;Media;201297;Alta;5;2;30/12/2021;12/09/2022;20/09/2022;28/09/2022;271
SDATOOL-5765;CIB;Alta;112635;Alta;9;1;03/11/2020;22/09/2021;06/10/2021;10/10/2021;340
SDATOOL-8320;FIN;Alta;80702;Media;2;2;28/12/2019;02/07/2020;10/07/2020;13/07/2020;197
SDATOOL-2849;FIN;Media;145622;Baja;10;3;01/01/2019;06/11/2019;13/11/2019;19/11/2019;322
SDATOOL-8704;ENG;Media;123458;Media;2;3;22/08/2019;12/06/2020;21/06/2020;01/07/2020;313
SDATOOL-7007;GRM;Alta;57276;Media;6;1;16/06/2023;27/11/2023;16/12/2023;25/12/2023;191
SDATOOL-3353;T&C;Baja;255870;Alta;3;3;04/10/2022;04/09/2023;28/09/2023;01/10/2023;361
SDATOOL-7739;CIB;Baja;130273;Baja;7;3;11/01/2023;04/01/2024;12/01/2024;17/01/2024;370
SDATOOL-5231;ENG;Alta;223139;Media;9;3;20/08/2021;30/09/2022;25/10/2022;29/10/2022;434
SDATOOL-9232;T&C;Baja;90868;Media;4;2;21/02/2025;31/08/2025;26/09/2025;29/09/2025;219
SDATOOL-7466;GRM;Media;139233;Alta;10;1;02/04/2020;26/09/2020;09/10/2020;16/10/2020;196
SDATOOL-3342;GRM;Media;160427;Alta;2;2;07/08/2023;22/03/2024;29/03/2024;07/04/2024;243
SDATOOL-7295;ENG;Alta;99979;Media;3;2;15/12/2021;23/08/2022;02/09/2022;10/09/2022;268
SDATOOL-7664;GRM;Alta;190061;Baja;8;4;17/07/2024;29/08/2025;22/09/2025;25/09/2025;435
SDATOOL-1875;T&C;Baja;114186;Media;7;2;04/12/2023;31/07/2024;21/08/2024;31/08/2024;270
SDATOOL-1037;FIN;Baja;97722;Alta;4;1;22/03/2023;26/06/2023;20/07/2023;26/07/2023;125
SDATOOL-2979;RIC;Media;178686;Alta;4;2;09/09/2020;15/04/2021;06/05/2021;08/05/2021;240
SDATOOL-6670;CCS;Baja;329963;Alta;8;3;01/01/2019;14/10/2019;28/10/2019;06/11/2019;309
SDATOOL-5120;FIN;Baja;352385;Alta;9;3;09/12/2021;17/11/2022;13/12/2022;23/12/2022;378
SDATOOL-9719;FIN;Media;115430;Media;4;2;17/12/2024;08/07/2025;20/07/2025;25/07/2025;219
SDATOOL-6840;RCS;Alta;154374;Media;4;3;01/01/2019;29/07/2019;09/08/2019;15/08/2019;226
SDATOOL-1268;FIN;Media;52221;Media;3;1;03/07/2019;25/10/2019;15/11/2019;16/11/2019;135
SDATOOL-8062;CIB;Media;144596;Media;4;3;26/02/2019;13/11/2019;21/11/2019;26/11/2019;272
SDATOOL-1123;FIN;Media;75441;Media;1;2;28/05/2024;01/01/2025;13/01/2025;14/01/2025;230
SDATOOL-2897;ENG;Media;152687;Media;4;3;01/01/2019;14/02/2019;11/03/2019;15/03/2019;73
SDATOOL-1431;CIB;Media;130035;Media;9;2;27/03/2023;15/01/2024;23/01/2024;01/02/2024;310
SDATOOL-1573;CCS;Baja;210833;Alta;6;2;27/11/2021;18/09/2022;07/10/2022;12/10/2022;318
SDATOOL-5808;T&C;Media;121614;Media;1;3;27/04/2020;05/02/2021;24/02/2021;25/02/2021;303
SDATOOL-3707;ENG;Alta;285564;Alta;6;3;14/07/2022;14/08/2023;08/09/2023;18/09/2023;430
SDATOOL-7055;T&C;Media;225390;Media;10;3;01/01/2019;24/10/2019;02/11/2019;11/11/2019;314
SDATOOL-7101;T&C;Media;82179;Alta;3;1;06/01/2019;02/05/2019;30/05/2019;31/05/2019;144
SDATOOL-1582;CCS;Alta;211823;Media;9;3;13/09/2021;05/09/2022;20/09/2022;21/09/2022;372
SDATOOL-6432;CIB;Media;75201;Baja;2;3;09/10/2021;27/06/2022;05/07/2022;14/07/2022;277
SDATOOL-2170;FIN;Media;146060;Media;2;3;23/08/2019;02/06/2020;12/06/2020;22/06/2020;303
SDATOOL-7645;FIN;Media;120680;Media;5;2;21/12/2020;08/06/2021;23/06/2021;24/06/2021;184
SDATOOL-6321;ENG;Media;170673;Media;6;3;22/01/2019;02/02/2020;22/02/2020;23/02/2020;396
SDATOOL-8357;T&C;Media;236332;Alta;3;3;05/03/2021;10/01/2022;22/01/2022;29/01/2022;329
SDATOOL-5544;FIN;Media;170457;Media;2;4;29/03/2022;13/04/2023;03/05/2023;10/05/2023;407
SDATOOL-5944;GRM;Media;92259;Media;4;2;23/08/2023;22/02/2024;22/03/2024;24/03/2024;213
SDATOOL-2430;RIC;Alta;138307;Media;2;3;08/09/2021;27/05/2022;10/06/2022;13/06/2022;277
SDATOOL-3617;GRM;Alta;143786;Baja;9;3;13/04/2020;09/02/2021;07/03/2021;16/03/2021;336
SDATOOL-1496;ENG;Baja;193576;Media;6;3;09/12/2022;19/11/2023;16/12/2023;25/12/2023;380
SDATOOL-8148;RIC;Media;124326;Alta;9;1;01/02/2024;28/07/2024;11/08/2024;16/08/2024;196
SDATOOL-3319;RCS;Alta;170670;Baja;6;4;18/03/2019;03/05/2020;11/05/2020;13/05/2020;422
SDATOOL-2780;ENG;Media;84250;Media;3;2;02/05/2019;11/11/2019;29/11/2019;06/12/2019;217
SDATOOL-2449;T&C;Alta;141202;Media;8;2;12/01/2021;23/12/2021;30/12/2021;31/12/2021;352
SDATOOL-5099;CIB;Media;98362;Media;5;2;09/07/2021;03/01/2022;10/01/2022;13/01/2022;187
SDATOOL-3096;RCS;Media;116088;Media;7;2;04/02/2019;24/10/2019;11/11/2019;14/11/2019;282
SDATOOL-1047;T&C;Baja;47134;Baja;2;2;13/04/2024;12/09/2024;11/10/2024;17/10/2024;186
SDATOOL-7622;CIB;Media;60261;Baja;2;2;26/08/2023;18/02/2024;03/03/2024;11/03/2024;197
SDATOOL-2551;ENG;Media;74025;Media;6;1;31/01/2020;30/06/2020;27/07/2020;03/08/2020;184
SDATOOL-2800;RIC;Alta;126422;Media;2;3;08/12/2019;20/08/2020;07/09/2020;16/09/2020;282
SDATOOL-1005;FIN;Alta;206757;Alta;1;3;26/10/2023;01/10/2024;09/10/2024;10/10/2024;349
SDATOOL-6546;CIB;Alta;180234;Alta;5;2;04/02/2024;22/10/2024;03/11/2024;12/11/2024;281
SDATOOL-9834;RIC;Baja;87563;Media;2;2;21/10/2021;13/03/2022;06/04/2022;16/04/2022;176
SDATOOL-1836;ENG;Alta;131357;Media;7;2;02/04/2022;18/01/2023;31/01/2023;05/02/2023;308
SDATOOL-7521;ENG;Media;210600;Alta;7;2;17/07/2022;27/05/2023;12/06/2023;22/06/2023;339
SDATOOL-5620;ENG;Media;248409;Alta;9;2;20/06/2021;26/04/2022;14/05/2022;16/05/2022;329
SDATOOL-4995;CIB;Media;160124;Media;10;2;11/05/2019;12/12/2019;05/01/2020;12/01/2020;245
SDATOOL-8834;ENG;Baja;149439;Media;10;2;11/05/2024;10/03/2025;22/03/2025;01/04/2025;324
SDATOOL-3965;T&C;Alta;112871;Media;5;2;30/08/2023;14/04/2024;05/05/2024;15/05/2024;258
SDATOOL-1437;CIB;Media;168157;Media;6;3;05/08/2024;30/07/2025;12/08/2025;13/08/2025;372
SDATOOL-8571;FIN;Media;111523;Media;4;2;26/05/2024;29/10/2024;09/11/2024;15/11/2024;172
SDATOOL-8629;CIB;Media;159708;Media;10;2;20/05/2019;30/01/2020;06/02/2020;12/02/2020;267
SDATOOL-2521;GRM;Media;143700;Media;4;3;30/11/2021;10/09/2022;23/09/2022;28/09/2022;301
SDATOOL-9908;FIN;Alta;104854;Media;4;2;01/01/2019;08/05/2019;05/06/2019;11/06/2019;161
SDATOOL-9031;T&C;Media;213675;Alta;7;2;27/10/2024;31/07/2025;07/08/2025;13/08/2025;289
SDATOOL-5581;GRM;Media;271928;Alta;5;3;17/12/2022;25/10/2023;04/11/2023;06/11/2023;323
SDATOOL-5251;T&C;Baja;61607;Media;8;1;24/12/2021;15/05/2022;08/06/2022;16/06/2022;173
SDATOOL-8766;CIB;Media;254729;Alta;3;3;25/09/2019;17/08/2020;30/08/2020;03/09/2020;343
SDATOOL-2017;CCS;Alta;124543;Media;5;2;20/07/2024;29/01/2025;23/02/2025;27/02/2025;221
SDATOOL-5403;FIN;Baja;69761;Alta;3;1;13/11/2023;19/04/2024;07/05/2024;12/05/2024;180
SDATOOL-2114;GRM;Baja;155862;Media;10;2;11/07/2024;11/06/2025;20/06/2025;26/06/2025;349
SDATOOL-2996;ENG;Media;148741;Media;4;3;01/01/2019;29/09/2019;18/10/2019;28/10/2019;299
SDATOOL-9781;RCS;Media;74454;Baja;7;2;01/01/2019;01/04/2019;22/04/2019;24/04/2019;113
SDATOOL-1640;GRM;Baja;153158;Media;9;2;06/05/2021;09/03/2022;30/03/2022;08/04/2022;336
SDATOOL-6610;ENG;Media;67828;Alta;2;1;21/12/2023;21/04/2024;17/05/2024;24/05/2024;154
SDATOOL-6449;GRM;Media;175463;Media;5;3;04/11/2022;07/07/2023;25/07/2023;31/07/2023;268
SDATOOL-8325;GRM;Media;75956;Media;2;2;10/05/2020;21/11/2020;29/11/2020;07/12/2020;210
SDATOOL-8280;RIC;Alta;126708;Media;8;2;18/03/2019;21/01/2020;15/02/2020;25/02/2020;343
SDATOOL-6091;FIN;Media;257447;Alta;10;2;28/05/2024;08/05/2025;18/05/2025;23/05/2025;359
SDATOOL-3042;CCS;Media;182454;Alta;4;2;16/05/2024;22/12/2024;14/01/2025;20/01/2025;248
SDATOOL-3408;RIC;Media;287814;Alta;6;3;28/09/2022;26/09/2023;12/10/2023;16/10/2023;382
SDATOOL-3877;ENG;Baja;35793;Baja;5;1;29/09/2020;21/11/2020;15/12/2020;19/12/2020;80
SDATOOL-7341;RCS;Media;171808;Media;4;3;25/06/2022;11/02/2023;09/03/2023;15/03/2023;262
SDATOOL-3053;FIN;Baja;91929;Baja;1;3;29/01/2020;29/10/2020;07/11/2020;13/11/2020;288
SDATOOL-5057;ENG;Alta;84110;Baja;8;2;01/01/2019;18/09/2019;02/10/2019;09/10/2019;281
SDATOOL-5775;CCS;Media;170841;Media;4;3;25/12/2021;08/09/2022;22/09/2022;02/10/2022;280
SDATOOL-5375;GRM;Media;312956;Alta;7;3;29/04/2020;20/04/2021;16/05/2021;21/05/2021;386
SDATOOL-6894;T&C;Alta;121666;Media;6;2;22/11/2022;16/09/2023;07/10/2023;15/10/2023;326
SDATOOL-2942;T&C;Media;115921;Media;4;2;09/02/2022;26/08/2022;10/09/2022;17/09/2022;219
SDATOOL-1206;FIN;Media;101420;Media;3;2;21/08/2024;03/02/2025;14/02/2025;21/02/2025;183
SDATOOL-3468;T&C;Media;140287;Alta;2;2;04/05/2022;16/12/2022;31/12/2022;07/01/2023;247
SDATOOL-1182;ENG;Media;183734;Media;5;3;01/01/2019;27/07/2019;21/08/2019;26/08/2019;237
SDATOOL-9521;ENG;Media;366637;Alta;10;3;09/06/2019;24/09/2020;11/10/2020;16/10/2020;494
SDATOOL-4089;ENG;Alta;108749;Baja;9;2;17/01/2021;01/10/2021;13/10/2021;23/10/2021;278
SDATOOL-3593;CIB;Media;275833;Media;8;4;16/07/2022;26/09/2023;18/10/2023;26/10/2023;467
SDATOOL-3597;ENG;Alta;83986;Media;1;2;13/09/2021;02/04/2022;28/04/2022;04/05/2022;232
SDATOOL-3964;ENG;Media;158597;Alta;2;2;23/02/2023;25/11/2023;10/12/2023;17/12/2023;296
SDATOOL-2313;ENG;Alta;133467;Alta;1;2;14/09/2023;10/07/2024;24/07/2024;30/07/2024;319
SDATOOL-9913;RCS;Media;90605;Alta;6;1;22/10/2019;22/03/2020;03/04/2020;07/04/2020;167
SDATOOL-3220;FIN;Baja;222716;Alta;7;2;01/01/2019;12/10/2019;22/10/2019;23/10/2019;295
SDATOOL-2906;RCS;Baja;106398;Baja;3;3;31/12/2022;04/09/2023;29/09/2023;01/10/2023;273
SDATOOL-5978;T&C;Alta;213918;Alta;8;2;01/01/2019;27/10/2019;03/11/2019;09/11/2019;312
SDATOOL-3774;CIB;Media;190543;Alta;5;2;08/11/2022;15/06/2023;14/07/2023;16/07/2023;249
SDATOOL-9115;FIN;Media;79857;Media;2;2;25/12/2022;19/06/2023;13/07/2023;14/07/2023;200
SDATOOL-5140;GRM;Alta;298616;Alta;6;3;05/10/2020;18/08/2021;08/09/2021;18/09/2021;347
SDATOOL-5705;CCS;Alta;137870;Media;8;2;06/05/2023;09/03/2024;27/03/2024;31/03/2024;329
SDATOOL-6885;RIC;Media;254270;Alta;3;3;10/06/2022;17/04/2023;27/04/2023;03/05/2023;326
SDATOOL-1351;T&C;Baja;126034;Media;1;3;17/09/2019;24/05/2020;16/06/2020;17/06/2020;273
SDATOOL-7569;CCS;Media;147001;Baja;9;3;04/07/2022;26/06/2023;03/07/2023;10/07/2023;370
SDATOOL-2550;RIC;Media;105618;Baja;9;2;17/10/2024;22/06/2025;04/07/2025;05/07/2025;260
SDATOOL-8068;ENG;Baja;158751;Media;10;2;04/08/2021;16/05/2022;27/05/2022;04/06/2022;303
SDATOOL-7816;ENG;Media;136493;Media;9;2;11/10/2022;27/07/2023;16/08/2023;20/08/2023;312
SDATOOL-8721;ENG;Media;72879;Baja;4;2;26/03/2019;07/10/2019;21/10/2019;22/10/2019;209
SDATOOL-9509;CCS;Media;92899;Media;2;2;02/11/2024;23/05/2025;04/06/2025;06/06/2025;215
SDATOOL-8134;FIN;Media;370976;Alta;10;3;24/07/2021;20/07/2022;06/08/2022;13/08/2022;384
SDATOOL-1287;ENG;Media;73349;Baja;7;2;28/06/2022;26/03/2023;10/04/2023;18/04/2023;293
SDATOOL-9930;GRM;Alta;288823;Alta;6;3;16/03/2020;03/03/2021;22/03/2021;25/03/2021;373
SDATOOL-4208;RCS;Alta;217447;Alta;1;3;01/10/2023;11/09/2024;21/09/2024;01/10/2024;365
SDATOOL-9765;ENG;Media;369614;Alta;10;3;23/12/2021;21/01/2023;10/02/2023;18/02/2023;421
SDATOOL-6760;T&C;Media;343224;Alta;8;3;30/08/2023;03/08/2024;24/08/2024;31/08/2024;366
SDATOOL-9895;T&C;Alta;74822;Baja;5;2;01/01/2019;04/03/2019;31/03/2019;08/04/2019;97
SDATOOL-2342;GRM;Alta;42494;Media;2;1;05/01/2025;02/05/2025;25/05/2025;29/05/2025;143
SDATOOL-6844;CCS;Baja;88351;Baja;7;2;05/01/2024;29/07/2024;15/08/2024;20/08/2024;227
SDATOOL-1096;ENG;Baja;83559;Media;1;2;02/11/2021;08/05/2022;21/05/2022;23/05/2022;201
SDATOOL-3190;RIC;Alta;201238;Alta;7;2;14/01/2022;05/01/2023;28/01/2023;29/01/2023;379
SDATOOL-3741;FIN;Media;116056;Media;7;2;20/03/2022;14/10/2022;05/11/2022;08/11/2022;232
SDATOOL-8160;ENG;Alta;214540;Alta;8;2;24/01/2021;06/02/2022;05/03/2022;07/03/2022;406
SDATOOL-6714;GRM;Alta;151163;Media;4;3;28/06/2019;02/05/2020;13/05/2020;16/05/2020;322
SDATOOL-6438;CCS;Alta;254150;Media;7;4;25/02/2021;17/05/2022;31/05/2022;01/06/2022;461
SDATOOL-1312;GRM;Baja;118349;Media;4;2;15/10/2019;27/03/2020;03/04/2020;12/04/2020;179
SDATOOL-8832;FIN;Alta;93361;Baja;8;2;02/10/2023;09/07/2024;20/07/2024;29/07/2024;300
SDATOOL-5305;RCS;Media;257693;Media;8;4;18/10/2022;16/01/2024;06/02/2024;13/02/2024;483
SDATOOL-6739;CIB;Media;244755;Alta;3;3;17/01/2023;17/12/2023;04/01/2024;06/01/2024;353
SDATOOL-7567;RIC;Media;69506;Alta;1;1;23/01/2022;09/07/2022;20/07/2022;25/07/2022;182
SDATOOL-9277;FIN;Alta;163576;Alta;3;2;08/10/2020;21/05/2021;13/06/2021;20/06/2021;254
SDATOOL-1130;FIN;Baja;208318;Media;9;3;22/10/2019;27/10/2020;16/11/2020;24/11/2020;398
SDATOOL-8124;FIN;Alta;53880;Baja;1;2;02/05/2021;27/10/2021;11/11/2021;14/11/2021;195
SDATOOL-3219;T&C;Media;342405;Alta;8;3;07/01/2024;01/12/2024;14/12/2024;22/12/2024;349
SDATOOL-8002;RIC;Media;84959;Baja;7;2;01/06/2022;29/11/2022;12/12/2022;17/12/2022;198
SDATOOL-2494;T&C;Alta;171241;Media;4;3;30/04/2024;22/02/2025;01/03/2025;07/03/2025;310
SDATOOL-1430;CIB;Media;129120;Media;7;2;08/01/2019;26/09/2019;18/10/2019;23/10/2019;287
SDATOOL-1256;CCS;Alta;104888;Media;5;2;12/08/2020;15/03/2021;28/03/2021;06/04/2021;236
SDATOOL-1844;CCS;Media;207033;Alta;6;2;19/01/2022;24/10/2022;14/11/2022;16/11/2022;300
SDATOOL-9176;GRM;Media;33719;Baja;6;1;12/11/2020;11/03/2021;03/04/2021;08/04/2021;146
SDATOOL-3483;RCS;Media;211625;Alta;8;2;02/10/2019;24/06/2020;04/07/2020;14/07/2020;285
SDATOOL-3805;GRM;Alta;63387;Baja;5;2;04/10/2020;28/04/2021;18/05/2021;24/05/2021;231
SDATOOL-6002;FIN;Alta;148287;Media;9;2;03/09/2021;06/08/2022;29/08/2022;03/09/2022;364
SDATOOL-8529;FIN;Media;80827;Baja;2;3;07/01/2020;19/09/2020;26/09/2020;03/10/2020;269
SDATOOL-5293;RIC;Alta;171506;Media;6;3;13/06/2019;11/05/2020;21/05/2020;24/05/2020;345
SDATOOL-2450;RIC;Media;141792;Media;8;2;01/01/2019;14/08/2019;27/08/2019;01/09/2019;243
SDATOOL-5638;ENG;Media;70543;Media;9;1;26/01/2023;27/07/2023;13/08/2023;19/08/2023;204
SDATOOL-7124;T&C;Media;159346;Media;3;3;29/08/2024;28/05/2025;16/06/2025;23/06/2025;297
SDATOOL-9402;FIN;Alta;221211;Media;4;4;24/03/2022;09/04/2023;30/04/2023;10/05/2023;412
SDATOOL-3926;ENG;Media;277657;Alta;5;3;03/02/2021;02/02/2022;09/02/2022;19/02/2022;380
SDATOOL-9861;ENG;Baja;189351;Media;8;3;04/09/2024;27/07/2025;18/08/2025;23/08/2025;352
SDATOOL-7083;RIC;Alta;207161;Media;8;3;30/05/2023;26/05/2024;13/06/2024;16/06/2024;382
SDATOOL-6263;RIC;Alta;80358;Baja;1;3;25/10/2022;26/06/2023;21/07/2023;22/07/2023;269
SDATOOL-3702;RCS;Media;200446;Media;7;3;29/11/2023;09/11/2024;16/11/2024;17/11/2024;353
SDATOOL-9630;CIB;Media;67033;Media;8;1;26/08/2019;29/02/2020;11/03/2020;19/03/2020;205
SDATOOL-5338;T&C;Alta;203235;Media;8;3;04/03/2024;03/01/2025;10/01/2025;13/01/2025;314
SDATOOL-5420;FIN;Baja;317108;Alta;7;3;03/11/2019;25/11/2020;09/12/2020;14/12/2020;406
SDATOOL-2385;RCS;Media;67066;Baja;5;2;03/01/2025;29/05/2025;26/06/2025;06/07/2025;183
SDATOOL-8930;FIN;Media;149077;Media;9;2;16/04/2019;11/03/2020;19/03/2020;22/03/2020;340
SDATOOL-1119;CIB;Media;102070;Media;5;2;23/09/2022;11/05/2023;31/05/2023;03/06/2023;252
SDATOOL-6835;CCS;Alta;208719;Alta;6;2;19/05/2022;30/01/2023;22/02/2023;03/03/2023;287
SDATOOL-1757;CCS;Media;240698;Alta;3;3;27/05/2024;12/04/2025;28/04/2025;30/04/2025;337
SDATOOL-1841;ENG;Media;214698;Alta;1;3;03/07/2023;07/05/2024;05/06/2024;14/06/2024;346
SDATOOL-9493;CCS;Baja;93468;Media;2;2;29/01/2021;17/08/2021;01/09/2021;04/09/2021;217
SDATOOL-2035;ENG;Media;140390;Baja;10;3;22/08/2021;27/10/2022;08/11/2022;13/11/2022;447
SDATOOL-5173;GRM;Media;66334;Alta;3;1;13/01/2020;09/05/2020;30/05/2020;01/06/2020;139
SDATOOL-4849;CCS;Media;464255;Alta;8;4;27/05/2020;22/10/2021;04/11/2021;14/11/2021;536
SDATOOL-8678;FIN;Media;322983;Alta;7;3;01/01/2019;01/10/2019;19/10/2019;27/10/2019;299
SDATOOL-6041;T&C;Alta;113277;Media;6;2;29/10/2023;25/06/2024;12/07/2024;14/07/2024;258
SDATOOL-4478;FIN;Media;94968;Media;3;2;07/05/2021;26/10/2021;08/11/2021;12/11/2021;188
SDATOOL-5344;RIC;Alta;309798;Alta;6;3;09/02/2021;03/02/2022;16/02/2022;23/02/2022;378
SDATOOL-3289;GRM;Media;252805;Alta;4;3;18/07/2024;19/05/2025;14/06/2025;16/06/2025;332
SDATOOL-5776;GRM;Alta;298463;Alta;2;4;29/07/2019;27/09/2020;15/10/2020;19/10/2020;448
SDATOOL-2008;T&C;Media;65431;Baja;1;2;13/06/2020;15/11/2020;28/11/2020;06/12/2020;175
SDATOOL-2046;CIB;Alta;482607;Alta;9;4;22/06/2023;08/10/2024;19/10/2024;22/10/2024;488
SDATOOL-6252;T&C;Alta;100586;Media;5;2;28/11/2024;04/06/2025;23/06/2025;28/06/2025;211
SDATOOL-6456;CCS;Alta;59268;Baja;4;2;03/12/2021;20/06/2022;15/07/2022;17/07/2022;225
SDATOOL-2778;RCS;Media;83697;Media;1;2;08/12/2019;04/07/2020;22/07/2020;23/07/2020;227
SDATOOL-3824;ENG;Alta;187933;Media;8;3;11/08/2019;24/07/2020;21/08/2020;29/08/2020;383
SDATOOL-3631;CIB;Baja;217168;Alta;7;2;15/07/2023;26/03/2024;13/04/2024;21/04/2024;280
SDATOOL-3666;RCS;Alta;58620;Media;5;1;22/08/2023;31/01/2024;11/02/2024;17/02/2024;178
SDATOOL-3448;ENG;Alta;130697;Media;2;3;12/12/2022;17/10/2023;01/11/2023;10/11/2023;332
SDATOOL-4661;ENG;Media;143957;Media;3;3;23/06/2020;26/05/2021;08/06/2021;14/06/2021;355
SDATOOL-9343;CCS;Alta;134121;Alta;1;2;11/05/2019;05/01/2020;31/01/2020;08/02/2020;272
SDATOOL-9537;ENG;Alta;123725;Media;5;2;04/12/2019;02/09/2020;12/09/2020;18/09/2020;288
SDATOOL-3395;FIN;Media;369781;Alta;9;3;01/01/2019;08/01/2019;27/01/2019;02/02/2019;32
SDATOOL-2088;ENG;Media;240099;Media;7;4;26/10/2023;31/12/2024;16/01/2025;25/01/2025;457
SDATOOL-6295;RIC;Alta;237469;Alta;8;2;27/06/2020;28/04/2021;25/05/2021;29/05/2021;335
SDATOOL-1658;RCS;Alta;140037;Media;2;3;24/10/2022;10/07/2023;30/07/2023;05/08/2023;284
SDATOOL-7319;CIB;Media;176469;Media;6;3;13/12/2020;02/12/2021;17/12/2021;21/12/2021;372
SDATOOL-2738;T&C;Media;228713;Alta;2;3;03/08/2019;28/06/2020;08/07/2020;10/07/2020;341
SDATOOL-5480;CCS;Alta;39877;Media;3;1;16/09/2023;31/01/2024;08/02/2024;14/02/2024;150
SDATOOL-7336;CIB;Alta;309747;Alta;7;3;03/07/2020;06/07/2021;16/07/2021;20/07/2021;381
SDATOOL-5772;T&C;Alta;416306;Alta;7;4;03/02/2023;09/07/2024;19/07/2024;20/07/2024;533
SDATOOL-1769;T&C;Baja;88829;Alta;2;1;21/02/2024;03/06/2024;20/06/2024;30/06/2024;129
SDATOOL-5032;ENG;Baja;67238;Baja;6;2;27/01/2019;04/10/2019;15/10/2019;22/10/2019;267
SDATOOL-6784;RCS;Media;127582;Media;6;2;25/08/2023;25/04/2024;08/05/2024;17/05/2024;265
SDATOOL-8363;RIC;Media;136707;Baja;4;4;01/01/2019;23/07/2019;16/08/2019;24/08/2019;235
SDATOOL-6577;CCS;Media;212945;Media;8;3;17/05/2021;21/04/2022;11/05/2022;20/05/2022;367
SDATOOL-7299;RCS;Alta;304860;Alta;6;3;20/08/2020;10/09/2021;03/10/2021;08/10/2021;413
SDATOOL-9253;FIN;Media;55299;Media;2;1;04/01/2023;22/04/2023;07/05/2023;08/05/2023;123
SDATOOL-5833;ENG;Media;327234;Alta;7;3;14/09/2021;25/10/2022;16/11/2022;18/11/2022;429
SDATOOL-6462;ENG;Alta;131753;Media;9;2;31/10/2022;15/10/2023;03/11/2023;05/11/2023;369
SDATOOL-4589;GRM;Alta;67529;Baja;4;2;26/02/2021;01/10/2021;25/10/2021;31/10/2021;246
SDATOOL-4246;GRM;Media;110529;Media;4;2;16/02/2021;12/07/2021;10/08/2021;18/08/2021;182
SDATOOL-3570;RCS;Media;72832;Baja;5;2;01/01/2019;17/03/2019;03/04/2019;07/04/2019;96
SDATOOL-9025;GRM;Alta;214751;Alta;6;2;12/03/2023;23/01/2024;09/02/2024;15/02/2024;339
SDATOOL-4691;FIN;Baja;143034;Baja;9;3;24/07/2022;20/05/2023;18/06/2023;27/06/2023;337
SDATOOL-3891;FIN;Alta;123318;Media;2;3;08/10/2022;18/07/2023;28/07/2023;01/08/2023;296
SDATOOL-7214;FIN;Media;213696;Media;9;3;20/11/2020;08/12/2021;22/12/2021;24/12/2021;398
SDATOOL-8503;FIN;Baja;77858;Alta;2;1;19/04/2024;14/08/2024;28/08/2024;02/09/2024;135
SDATOOL-1680;T&C;Alta;226302;Media;9;3;06/09/2020;17/09/2021;03/10/2021;11/10/2021;399
SDATOOL-4191;FIN;Alta;53899;Baja;1;2;30/07/2024;04/03/2025;11/03/2025;19/03/2025;231
SDATOOL-5959;CCS;Media;125805;Media;1;3;20/08/2021;22/05/2022;30/05/2022;05/06/2022;288
SDATOOL-2678;T&C;Media;183354;Media;3;4;27/11/2022;04/01/2024;11/01/2024;20/01/2024;419
SDATOOL-9580;ENG;Alta;185289;Alta;5;2;16/09/2024;28/07/2025;05/08/2025;09/08/2025;326
SDATOOL-7028;CCS;Media;116312;Alta;10;1;12/09/2021;21/05/2022;14/06/2022;21/06/2022;281
SDATOOL-8570;FIN;Alta;149614;Alta;3;2;08/11/2019;21/08/2020;09/09/2020;12/09/2020;308
SDATOOL-4966;RIC;Alta;87456;Baja;6;2;28/07/2020;20/04/2021;08/05/2021;15/05/2021;290
SDATOOL-7562;FIN;Media;139253;Media;7;2;03/02/2023;14/09/2023;12/10/2023;21/10/2023;259
SDATOOL-2397;CCS;Media;211289;Media;10;3;29/07/2024;20/08/2025;11/09/2025;18/09/2025;415
SDATOOL-8000;T&C;Alta;61119;Baja;2;2;31/05/2024;08/12/2024;03/01/2025;04/01/2025;217
SDATOOL-2192;RCS;Media;177204;Alta;3;2;01/01/2019;12/03/2019;21/03/2019;29/03/2019;87
