Código de proyecto,Área,Prioridad,Presupuesto,Complejidad técnica,Número de dependencias asociadas,Fecha de inicio de ejecución,Fecha de uso por el cliente planificada,Fecha fin de ejecución,Fecha pase a producción,Fecha de uso por el cliente,Time to market
SDATOOL-9837,CIB,Alta,"218,863",Alta,1,08/11/2019,05/10/2020,24/10/2020,10/11/2020,11/11/2020,369
SDATOOL-1426,FIN,Media,"345,926",Alta,8,16/12/2022,01/10/2023,06/10/2023,31/10/2023,06/11/2023,325
SDATOOL-2003,RCS,Media,"191,613",Media,4,22/03/2022,05/10/2022,06/08/2022,29/08/2022,07/09/2022,169
SDATOOL-2467,ENG,Media,"210,975",Media,2,10/10/2023,07/04/2024,23/06/2024,06/07/2024,10/07/2024,274
SDATOOL-5019,CCS,Media,"90,196",Baja,4,11/06/2023,05/11/2023,14/09/2023,06/10/2023,15/10/2023,126
SDATOOL-5523,FIN,Alta,"364,211",Alta,7,13/11/2021,03/10/2022,19/12/2022,16/01/2023,17/01/2023,430
SDATOOL-3723,ENG,Baja,"76,203",Baja,3,13/07/2021,08/10/2021,18/09/2021,26/09/2021,28/09/2021,77
SDATOOL-9614,CCS,Media,"281,031",Alta,5,03/05/2023,30/01/2024,02/03/2024,23/03/2024,01/04/2024,334
SDATOOL-7223,RCS,Media,"207,098",Media,2,15/08/2023,01/03/2024,26/03/2024,10/04/2024,16/04/2024,245
SDATOOL-4448,T&C,Baja,"86,478",Baja,2,03/03/2019,18/06/2019,15/05/2019,13/06/2019,19/06/2019,108
SDATOOL-2793,RIC,Media,"206,628",Media,5,09/01/2024,11/07/2024,15/08/2024,11/09/2024,21/09/2024,256
SDATOOL-7505,T&C,Media,"100,221",Baja,5,16/10/2019,31/12/2019,30/12/2019,16/01/2020,23/01/2020,99
SDATOOL-7682,CIB,Media,"153,467",Media,3,06/01/2021,10/07/2021,22/06/2021,14/07/2021,21/07/2021,196
SDATOOL-9846,RIC,Alta,"184,778",Media,6,26/10/2020,18/06/2021,25/05/2021,10/06/2021,15/06/2021,232
SDATOOL-5924,CIB,Media,"308,993",Alta,6,01/08/2022,06/05/2023,31/07/2023,10/08/2023,13/08/2023,377
SDATOOL-7955,ENG,Media,"161,624",Media,5,06/09/2024,07/02/2025,30/12/2024,23/01/2025,31/01/2025,147
SDATOOL-2840,CIB,Alta,"132,247",Media,2,27/12/2019,07/07/2020,01/07/2020,18/07/2020,22/07/2020,208
SDATOOL-3049,FIN,Media,"154,407",Media,3,21/02/2024,30/08/2024,24/07/2024,04/08/2024,11/08/2024,172
SDATOOL-1188,RCS,Media,"184,660",Media,7,15/11/2020,07/06/2021,09/04/2021,05/05/2021,12/05/2021,178
SDATOOL-8919,RCS,Media,"265,248",Alta,4,29/02/2024,13/02/2025,22/01/2025,09/02/2025,14/02/2025,351
SDATOOL-3536,CIB,Media,"112,424",Baja,3,24/08/2024,06/01/2025,12/01/2025,31/01/2025,01/02/2025,161
SDATOOL-1770,RIC,Media,"171,213",Media,4,06/08/2023,15/04/2024,04/03/2024,29/03/2024,01/04/2024,239
SDATOOL-4347,ENG,Media,"212,980",Media,2,08/10/2023,21/06/2024,10/06/2024,24/06/2024,02/07/2024,268
SDATOOL-6522,FIN,Baja,"124,247",Media,1,20/06/2024,25/12/2024,27/11/2024,19/12/2024,28/12/2024,191
SDATOOL-1397,T&C,Media,"367,177",Alta,10,18/02/2021,26/01/2022,22/12/2021,19/01/2022,29/01/2022,345
SDATOOL-6277,FIN,Alta,"216,975",Media,8,09/06/2022,20/02/2023,28/05/2023,05/06/2023,09/06/2023,365
SDATOOL-2144,ENG,Media,"330,959",Alta,8,20/02/2022,02/02/2023,03/04/2023,15/04/2023,21/04/2023,425
SDATOOL-9720,ENG,Baja,"113,382",Media,1,20/03/2021,22/08/2021,11/08/2021,29/08/2021,30/08/2021,163
SDATOOL-7331,FIN,Media,"136,142",Media,2,04/12/2021,22/07/2022,20/06/2022,17/07/2022,26/07/2022,234
SDATOOL-8647,CIB,Media,"386,153",Alta,4,09/06/2019,05/03/2020,02/02/2020,15/02/2020,24/02/2020,260
SDATOOL-9731,GRM,Media,"84,374",Baja,3,06/10/2024,01/02/2025,27/12/2024,13/01/2025,23/01/2025,109
SDATOOL-2863,ENG,Alta,"233,146",Alta,2,21/06/2021,03/04/2022,16/07/2022,26/07/2022,29/07/2022,403
SDATOOL-9946,ENG,Alta,"376,375",Alta,10,24/11/2021,06/11/2022,10/09/2022,06/10/2022,16/10/2022,326
SDATOOL-4612,CCS,Media,"133,857",Baja,7,05/02/2024,11/06/2024,14/06/2024,26/06/2024,06/07/2024,152
SDATOOL-8670,FIN,Alta,"133,200",Media,1,01/07/2020,15/01/2021,09/12/2020,26/12/2020,27/12/2020,179
SDATOOL-2513,FIN,Alta,"232,003",Media,10,29/08/2019,20/04/2020,13/05/2020,08/06/2020,14/06/2020,290
SDATOOL-5090,RIC,Baja,"231,156",Media,5,27/12/2022,18/07/2023,17/07/2023,29/07/2023,31/07/2023,216
SDATOOL-2073,CIB,Media,"201,926",Media,3,29/03/2020,12/09/2020,03/11/2020,14/11/2020,22/11/2020,238
SDATOOL-5098,FIN,Media,"133,698",Media,2,11/04/2020,21/10/2020,04/10/2020,29/10/2020,03/11/2020,206
SDATOOL-4514,CCS,Media,"131,977",Media,2,29/07/2020,21/02/2021,07/02/2021,06/03/2021,08/03/2021,222
SDATOOL-7302,ENG,Media,"268,393",Alta,4,18/01/2022,19/11/2022,02/02/2023,01/03/2023,09/03/2023,415
SDATOOL-9042,CCS,Media,"135,446",Media,1,28/08/2019,13/05/2020,22/04/2020,11/05/2020,21/05/2020,267
SDATOOL-9131,FIN,Alta,"370,417",Alta,9,20/04/2019,12/02/2020,25/01/2020,06/02/2020,08/02/2020,294
SDATOOL-3743,FIN,Media,"150,272",Media,3,27/12/2021,11/06/2022,12/06/2022,04/07/2022,06/07/2022,191
SDATOOL-7928,FIN,Media,"205,521",Alta,10,14/09/2019,23/08/2020,06/12/2020,15/12/2020,21/12/2020,464
SDATOOL-8718,CIB,Media,"135,912",Baja,2,19/05/2023,04/08/2023,24/07/2023,03/08/2023,05/08/2023,78
SDATOOL-2071,GRM,Alta,"157,223",Media,3,03/05/2019,26/12/2019,28/11/2019,26/12/2019,04/01/2020,246
SDATOOL-1576,ENG,Alta,"332,079",Alta,8,18/04/2021,15/02/2022,17/05/2022,05/06/2022,10/06/2022,418
SDATOOL-9065,FIN,Media,"181,972",Media,5,21/12/2021,22/08/2022,10/08/2022,26/08/2022,28/08/2022,250
SDATOOL-6140,ENG,Media,"219,513",Alta,2,02/10/2020,15/07/2021,21/10/2021,07/11/2021,10/11/2021,404
SDATOOL-4833,ENG,Media,"312,993",Alta,6,12/03/2022,01/02/2023,08/02/2023,16/02/2023,18/02/2023,343
SDATOOL-6598,FIN,Baja,"359,798",Alta,3,01/01/2019,31/10/2019,14/05/2019,30/05/2019,02/06/2019,152
SDATOOL-8057,CCS,Media,"191,947",Media,7,28/07/2020,06/04/2021,12/02/2021,06/03/2021,07/03/2021,222
SDATOOL-8655,GRM,Media,"84,100",Baja,5,03/07/2019,24/10/2019,21/10/2019,01/11/2019,10/11/2019,130
SDATOOL-9100,CIB,Media,"113,279",Baja,7,05/03/2023,07/05/2023,07/05/2023,30/05/2023,03/06/2023,90
SDATOOL-5195,T&C,Media,"129,718",Media,1,04/12/2020,24/06/2021,12/05/2021,06/06/2021,16/06/2021,194
SDATOOL-7126,CIB,Alta,"216,790",Media,4,27/09/2019,27/02/2020,28/02/2020,07/03/2020,15/03/2020,170
SDATOOL-4867,ENG,Media,"194,563",Media,6,21/09/2019,20/02/2020,31/12/2019,14/01/2020,21/01/2020,122
SDATOOL-1343,GRM,Alta,"173,571",Media,6,22/05/2024,13/01/2025,16/01/2025,25/01/2025,03/02/2025,257
SDATOOL-9255,FIN,Media,"132,100",Baja,6,13/05/2024,09/09/2024,23/08/2024,07/09/2024,15/09/2024,125
SDATOOL-2740,FIN,Media,"191,248",Media,4,31/07/2020,09/02/2021,17/03/2021,26/03/2021,01/04/2021,244
SDATOOL-3877,FIN,Media,"313,110",Alta,7,25/05/2023,06/03/2024,12/02/2024,29/02/2024,09/03/2024,289
SDATOOL-7237,GRM,Media,"132,724",Baja,4,05/01/2025,02/04/2025,11/03/2025,18/03/2025,21/03/2025,75
SDATOOL-9705,ENG,Media,"227,417",Media,5,15/08/2023,16/04/2024,24/04/2024,11/05/2024,12/05/2024,271
SDATOOL-9052,CIB,Media,"153,906",Media,3,03/06/2021,29/12/2021,08/12/2021,03/01/2022,13/01/2022,224
SDATOOL-5082,RIC,Media,"207,276",Media,8,11/12/2022,31/07/2023,06/10/2023,17/10/2023,24/10/2023,317
SDATOOL-9981,RCS,Media,"169,329",Media,5,03/02/2020,13/10/2020,08/09/2020,25/09/2020,01/10/2020,241
SDATOOL-1800,RCS,Media,"147,955",Media,4,04/04/2020,18/09/2020,12/09/2020,11/10/2020,13/10/2020,192
SDATOOL-4414,FIN,Alta,"124,903",Media,2,19/05/2019,19/12/2019,18/11/2019,15/12/2019,23/12/2019,218
SDATOOL-7167,RCS,Media,"177,440",Media,6,19/12/2021,16/07/2022,07/06/2022,15/06/2022,25/06/2022,188
SDATOOL-1337,T&C,Media,"126,853",Baja,3,26/09/2023,03/02/2024,21/03/2024,02/04/2024,11/04/2024,198
SDATOOL-4105,FIN,Alta,"242,267",Alta,3,20/03/2023,13/03/2024,19/03/2024,05/04/2024,11/04/2024,388
SDATOOL-1222,FIN,Alta,"144,862",Media,2,19/12/2021,05/07/2022,17/05/2022,31/05/2022,08/06/2022,171
SDATOOL-2104,ENG,Baja,"86,093",Baja,4,23/01/2025,02/04/2025,06/03/2025,31/03/2025,08/04/2025,75
SDATOOL-2306,FIN,Alta,"127,228",Media,1,07/03/2023,20/11/2023,06/12/2023,15/12/2023,18/12/2023,286
SDATOOL-6703,T&C,Media,"369,318",Alta,10,31/08/2020,15/07/2021,02/07/2021,20/07/2021,26/07/2021,329
SDATOOL-9077,FIN,Media,"120,726",Baja,6,02/03/2023,06/07/2023,04/06/2023,17/06/2023,23/06/2023,113
SDATOOL-6179,FIN,Alta,"272,697",Alta,5,07/03/2024,19/01/2025,02/01/2025,18/01/2025,19/01/2025,318
SDATOOL-1207,CIB,Media,"203,494",Media,9,31/01/2021,21/10/2021,04/01/2022,31/01/2022,10/02/2022,375
SDATOOL-9533,ENG,Media,"141,943",Baja,5,09/08/2021,07/11/2021,11/01/2022,28/01/2022,29/01/2022,173
SDATOOL-8602,T&C,Media,"156,278",Media,4,07/03/2025,11/08/2025,08/08/2025,04/09/2025,07/09/2025,184
SDATOOL-8272,FIN,Alta,"271,666",Alta,5,29/12/2023,25/10/2024,19/10/2024,02/11/2024,04/11/2024,311
SDATOOL-6241,ENG,Alta,"235,375",Alta,9,20/01/2024,28/12/2024,12/03/2025,30/03/2025,03/04/2025,439
SDATOOL-6229,ENG,Media,"211,941",Media,9,23/10/2020,04/07/2021,15/10/2021,22/10/2021,30/10/2021,372
SDATOOL-6869,ENG,Media,"220,272",Alta,2,11/06/2021,27/03/2022,19/03/2022,08/04/2022,14/04/2022,307
SDATOOL-9028,ENG,Media,"236,081",Alta,2,04/11/2021,10/10/2022,23/09/2022,22/10/2022,01/11/2022,362
SDATOOL-3120,GRM,Baja,"157,988",Media,5,31/01/2021,20/07/2021,01/07/2021,13/07/2021,17/07/2021,167
SDATOOL-9165,CCS,Alta,"122,110",Media,1,14/01/2022,19/08/2022,28/07/2022,16/08/2022,19/08/2022,217
SDATOOL-5519,RIC,Alta,"91,124",Baja,4,28/03/2019,28/06/2019,30/05/2019,09/06/2019,18/06/2019,82
SDATOOL-5900,RIC,Baja,"129,028",Media,1,22/11/2023,18/06/2024,06/06/2024,25/06/2024,02/07/2024,223
SDATOOL-2461,RIC,Media,"134,344",Media,2,29/12/2019,06/09/2020,25/07/2020,09/08/2020,15/08/2020,230
SDATOOL-3622,FIN,Alta,"279,158",Alta,5,20/08/2019,08/07/2020,02/09/2020,15/09/2020,24/09/2020,401
SDATOOL-2991,FIN,Media,"134,103",Media,3,10/02/2019,23/08/2019,31/08/2019,11/09/2019,12/09/2019,214
SDATOOL-8741,FIN,Media,"182,181",Media,7,15/10/2023,19/06/2024,05/06/2024,25/06/2024,28/06/2024,257
SDATOOL-7672,ENG,Media,"126,024",Baja,7,16/11/2022,22/03/2023,08/02/2023,16/02/2023,23/02/2023,99
SDATOOL-4142,GRM,Alta,"309,572",Alta,6,01/01/2019,02/11/2019,06/08/2019,28/08/2019,29/08/2019,240
SDATOOL-1512,T&C,Alta,"180,809",Media,6,01/07/2021,28/11/2021,29/10/2021,16/11/2021,23/11/2021,145
SDATOOL-8147,RCS,Alta,"115,136",Media,1,14/09/2024,19/04/2025,16/03/2025,28/03/2025,03/04/2025,201
SDATOOL-3954,FIN,Media,"229,643",Alta,3,12/03/2024,20/02/2025,20/03/2025,30/03/2025,05/04/2025,389
SDATOOL-9735,CIB,Media,"274,453",Alta,4,07/06/2024,27/05/2025,29/05/2025,16/06/2025,25/06/2025,383
SDATOOL-2261,ENG,Media,"295,316",Alta,6,30/04/2020,01/04/2021,03/04/2021,17/04/2021,26/04/2021,361
SDATOOL-2183,CCS,Baja,"116,837",Baja,5,11/04/2024,04/09/2024,22/08/2024,05/09/2024,06/09/2024,148
SDATOOL-8820,GRM,Media,"95,201",Baja,2,18/12/2019,02/04/2020,10/02/2020,09/03/2020,19/03/2020,92
SDATOOL-7100,RIC,Media,"215,367",Media,3,24/02/2019,05/10/2019,23/10/2019,31/10/2019,09/11/2019,258
SDATOOL-7446,ENG,Media,"295,563",Alta,6,08/07/2019,07/06/2020,24/07/2020,09/08/2020,13/08/2020,402
SDATOOL-8995,RCS,Media,"168,638",Media,6,26/12/2021,18/06/2022,20/04/2022,17/05/2022,23/05/2022,148
SDATOOL-5109,ENG,Alta,"388,996",Alta,10,24/01/2019,14/11/2019,29/12/2019,11/01/2020,14/01/2020,355
SDATOOL-5919,T&C,Alta,"127,124",Baja,3,18/02/2020,22/05/2020,01/06/2020,28/06/2020,05/07/2020,138
SDATOOL-9248,FIN,Media,"223,688",Media,9,24/06/2023,30/12/2023,05/03/2024,24/03/2024,03/04/2024,284
SDATOOL-7062,GRM,Baja,"188,838",Media,3,27/01/2021,14/07/2021,04/08/2021,30/08/2021,02/09/2021,218
SDATOOL-4900,CCS,Media,"210,539",Media,5,19/10/2020,28/03/2021,21/04/2021,03/05/2021,07/05/2021,200
SDATOOL-8178,CIB,Media,"183,491",Media,6,20/09/2023,30/03/2024,25/02/2024,12/03/2024,13/03/2024,175
SDATOOL-4350,ENG,Media,"279,832",Alta,5,31/10/2023,29/10/2024,29/01/2025,17/02/2025,25/02/2025,483
SDATOOL-3746,T&C,Media,"196,493",Media,2,14/08/2023,31/01/2024,13/04/2024,02/05/2024,09/05/2024,269
SDATOOL-5812,RCS,Alta,"144,262",Baja,5,13/08/2022,26/11/2022,31/10/2022,11/11/2022,12/11/2022,91
SDATOOL-1630,ENG,Alta,"276,579",Alta,5,01/01/2019,04/12/2019,22/07/2019,06/08/2019,11/08/2019,222
SDATOOL-4030,CIB,Media,"262,204",Alta,4,14/01/2021,05/11/2021,22/10/2021,19/11/2021,23/11/2021,313
SDATOOL-9563,T&C,Media,"146,561",Media,3,22/01/2023,16/09/2023,31/08/2023,10/09/2023,12/09/2023,233
SDATOOL-1335,CCS,Baja,"156,862",Media,5,01/01/2019,18/09/2019,03/04/2019,16/04/2019,22/04/2019,111
SDATOOL-5357,ENG,Media,"220,191",Media,1,11/03/2020,12/11/2020,01/11/2020,20/11/2020,27/11/2020,261
SDATOOL-1425,CIB,Alta,"344,234",Alta,8,21/03/2023,22/12/2023,16/12/2023,04/01/2024,05/01/2024,290
SDATOOL-6382,FIN,Media,"293,997",Alta,5,04/11/2020,09/08/2021,04/10/2021,23/10/2021,28/10/2021,358
SDATOOL-9159,ENG,Alta,"109,803",Media,1,28/11/2021,15/08/2022,09/07/2022,02/08/2022,06/08/2022,251
SDATOOL-7662,FIN,Media,"144,773",Media,3,15/01/2019,27/09/2019,06/08/2019,26/08/2019,31/08/2019,228
SDATOOL-5384,CIB,Media,"200,109",Media,6,17/10/2024,17/04/2025,23/05/2025,06/06/2025,16/06/2025,242
SDATOOL-4528,ENG,Baja,"94,361",Baja,2,15/10/2023,17/02/2024,20/12/2023,16/01/2024,24/01/2024,101
SDATOOL-4807,T&C,Media,"130,987",Baja,7,14/10/2020,08/02/2021,07/01/2021,25/01/2021,26/01/2021,104
SDATOOL-3476,GRM,Alta,"196,341",Alta,1,20/07/2023,07/05/2024,12/06/2024,23/06/2024,28/06/2024,344
SDATOOL-3367,RCS,Alta,"382,116",Alta,10,27/06/2021,26/03/2022,21/03/2022,15/04/2022,20/04/2022,297
SDATOOL-9231,GRM,Alta,"150,010",Media,3,13/06/2019,02/03/2020,26/01/2020,19/02/2020,26/02/2020,258
SDATOOL-6618,RCS,Media,"214,049",Media,2,12/04/2024,04/12/2024,27/10/2024,16/11/2024,21/11/2024,223
SDATOOL-2813,RCS,Media,"178,701",Media,6,02/02/2019,08/08/2019,30/07/2019,21/08/2019,30/08/2019,209
SDATOOL-5529,CIB,Alta,"193,297",Media,6,23/01/2021,09/07/2021,04/07/2021,12/07/2021,17/07/2021,175
SDATOOL-8395,RCS,Alta,"198,593",Alta,1,03/08/2021,13/05/2022,14/05/2022,29/05/2022,02/06/2022,303
SDATOOL-2667,FIN,Baja,"222,002",Media,2,03/06/2019,13/11/2019,14/12/2019,12/01/2020,13/01/2020,224
SDATOOL-5638,ENG,Media,"167,506",Media,5,18/10/2024,24/05/2025,23/04/2025,03/05/2025,09/05/2025,203
SDATOOL-8333,CIB,Media,"146,085",Media,2,21/06/2024,07/01/2025,03/01/2025,29/01/2025,01/02/2025,225
SDATOOL-9008,CIB,Media,"344,043",Alta,9,09/05/2020,28/03/2021,23/05/2021,12/06/2021,20/06/2021,407
SDATOOL-2613,CIB,Media,"329,754",Alta,8,06/10/2019,06/07/2020,08/07/2020,21/07/2020,24/07/2020,292
SDATOOL-3968,T&C,Baja,"108,388",Baja,1,21/05/2022,10/08/2022,21/07/2022,17/08/2022,19/08/2022,90
SDATOOL-6678,CIB,Alta,"210,699",Alta,2,05/12/2022,28/10/2023,24/11/2023,22/12/2023,23/12/2023,383
SDATOOL-1645,FIN,Media,"214,137",Alta,2,21/08/2024,20/08/2025,21/08/2025,09/09/2025,12/09/2025,387
SDATOOL-5876,ENG,Media,"382,055",Alta,10,25/09/2021,21/09/2022,29/08/2022,16/09/2022,26/09/2022,366
SDATOOL-3962,RIC,Alta,"149,041",Media,3,16/05/2021,23/10/2021,20/10/2021,11/11/2021,12/11/2021,180
SDATOOL-8764,FIN,Media,"208,519",Media,9,04/12/2021,15/08/2022,10/08/2022,01/09/2022,10/09/2022,280
SDATOOL-6252,GRM,Baja,"80,906",Baja,1,01/02/2019,29/04/2019,01/04/2019,23/04/2019,30/04/2019,88
SDATOOL-9800,CIB,Baja,"135,307",Media,1,10/05/2021,20/11/2021,26/10/2021,09/11/2021,14/11/2021,188
SDATOOL-4952,T&C,Media,"110,048",Baja,1,21/06/2025,12/09/2025,09/08/2025,18/08/2025,26/08/2025,66
SDATOOL-2611,GRM,Media,"380,564",Alta,10,24/10/2024,07/09/2025,03/09/2025,13/09/2025,16/09/2025,327
SDATOOL-1280,FIN,Alta,"193,696",Media,7,06/12/2024,08/07/2025,15/07/2025,29/07/2025,30/07/2025,236
SDATOOL-7144,RIC,Media,"133,780",Baja,5,27/01/2020,05/06/2020,19/05/2020,03/06/2020,07/06/2020,132
SDATOOL-2762,RCS,Alta,"231,263",Alta,3,06/10/2023,30/07/2024,18/07/2024,03/08/2024,07/08/2024,306
SDATOOL-7212,FIN,Media,"240,474",Alta,9,12/07/2020,02/07/2021,15/09/2021,29/09/2021,07/10/2021,452
SDATOOL-1547,RCS,Alta,"169,360",Media,5,14/04/2020,25/12/2020,27/11/2020,09/12/2020,18/12/2020,248
SDATOOL-2385,ENG,Media,"305,405",Alta,7,13/01/2020,27/12/2020,09/12/2020,04/01/2021,09/01/2021,362
SDATOOL-6936,FIN,Baja,"78,440",Baja,5,15/10/2020,03/02/2021,04/02/2021,12/02/2021,13/02/2021,121
SDATOOL-2598,CIB,Media,"89,178",Baja,1,22/01/2022,07/05/2022,19/03/2022,15/04/2022,21/04/2022,89
SDATOOL-9726,T&C,Alta,"78,235",Baja,1,24/04/2022,10/08/2022,25/06/2022,24/07/2022,27/07/2022,94
SDATOOL-4373,ENG,Alta,"372,384",Alta,10,29/12/2019,18/12/2020,05/01/2021,26/01/2021,31/01/2021,399
SDATOOL-7616,RCS,Alta,"146,880",Baja,3,25/05/2019,18/10/2019,06/10/2019,16/10/2019,26/10/2019,154
SDATOOL-1772,FIN,Media,"305,741",Alta,6,07/03/2020,05/03/2021,31/03/2021,13/04/2021,23/04/2021,412
SDATOOL-3577,ENG,Media,"360,832",Alta,9,16/05/2023,18/02/2024,19/02/2024,10/03/2024,12/03/2024,301
SDATOOL-1080,FIN,Alta,"349,761",Alta,9,14/07/2021,30/06/2022,22/07/2022,13/08/2022,18/08/2022,400
SDATOOL-1668,FIN,Alta,"135,747",Baja,3,22/08/2021,26/12/2021,26/03/2022,02/04/2022,07/04/2022,228
SDATOOL-4259,FIN,Media,"89,353",Baja,1,22/06/2024,24/08/2024,02/09/2024,14/09/2024,22/09/2024,92
SDATOOL-5016,RIC,Baja,"151,072",Baja,5,16/12/2022,02/04/2023,05/04/2023,23/04/2023,24/04/2023,129
SDATOOL-2175,RIC,Media,"100,878",Baja,1,09/09/2019,13/12/2019,19/11/2019,27/11/2019,06/12/2019,88
SDATOOL-6595,FIN,Alta,"325,806",Alta,7,30/01/2022,28/11/2022,17/11/2022,04/12/2022,13/12/2022,317
SDATOOL-1508,CCS,Media,"156,067",Baja,3,30/09/2019,12/01/2020,09/01/2020,25/01/2020,01/02/2020,124
SDATOOL-1276,RCS,Media,"142,500",Media,2,12/04/2022,03/12/2022,12/10/2022,04/11/2022,11/11/2022,213
SDATOOL-3612,GRM,Media,"136,222",Media,2,22/01/2024,01/08/2024,14/06/2024,11/07/2024,12/07/2024,172
SDATOOL-2330,ENG,Media,"133,768",Media,1,24/07/2019,13/02/2020,19/02/2020,29/02/2020,03/03/2020,223
SDATOOL-6728,ENG,Media,"91,018",Baja,1,03/07/2023,07/10/2023,12/10/2023,20/10/2023,24/10/2023,113
SDATOOL-2533,ENG,Baja,"204,013",Media,7,22/10/2019,02/04/2020,08/03/2020,26/03/2020,05/04/2020,166
SDATOOL-4696,ENG,Alta,"310,752",Alta,7,17/11/2023,13/11/2024,07/01/2025,23/01/2025,24/01/2025,434
SDATOOL-7810,ENG,Media,"228,627",Alta,2,24/04/2019,05/04/2020,22/04/2020,07/05/2020,08/05/2020,380
SDATOOL-7673,ENG,Media,"236,966",Alta,3,01/01/2019,04/10/2019,03/09/2019,26/09/2019,28/09/2019,270
SDATOOL-7693,FIN,Media,"207,001",Media,9,23/07/2023,17/02/2024,26/04/2024,05/05/2024,07/05/2024,289
SDATOOL-9530,CIB,Media,"192,914",Media,6,08/03/2024,02/11/2024,23/09/2024,18/10/2024,27/10/2024,233
SDATOOL-6676,ENG,Alta,"271,549",Alta,4,13/06/2021,20/03/2022,09/03/2022,21/03/2022,26/03/2022,286
SDATOOL-3803,ENG,Alta,"130,658",Baja,4,19/09/2020,27/12/2020,29/12/2020,08/01/2021,16/01/2021,119
SDATOOL-7287,CCS,Media,"215,503",Media,5,28/06/2022,30/11/2022,01/01/2023,18/01/2023,27/01/2023,213
SDATOOL-9080,RCS,Baja,"88,005",Baja,1,03/12/2022,15/02/2023,10/12/2022,07/01/2023,16/01/2023,44
SDATOOL-3171,CCS,Media,"142,682",Media,3,27/05/2021,14/02/2022,01/01/2022,23/01/2022,02/02/2022,251
SDATOOL-8373,CIB,Media,"161,240",Media,5,08/05/2023,06/10/2023,31/08/2023,22/09/2023,01/10/2023,146
SDATOOL-4816,GRM,Alta,"179,966",Media,5,03/03/2024,05/10/2024,18/09/2024,08/10/2024,18/10/2024,229
SDATOOL-1954,FIN,Media,"216,948",Alta,10,25/08/2023,22/07/2024,08/10/2024,06/11/2024,16/11/2024,449
SDATOOL-8254,GRM,Media,"89,027",Baja,3,21/06/2020,25/10/2020,01/09/2020,23/09/2020,30/09/2020,101
SDATOOL-1138,ENG,Alta,"172,042",Media,4,30/11/2024,09/05/2025,08/04/2025,17/04/2025,19/04/2025,140
SDATOOL-5965,ENG,Media,"273,954",Alta,4,10/03/2023,27/02/2024,25/02/2024,15/03/2024,16/03/2024,372
SDATOOL-9555,RCS,Media,"386,213",Alta,3,01/01/2019,09/12/2019,25/04/2019,13/05/2019,22/05/2019,141
SDATOOL-8053,CIB,Media,"183,823",Media,7,09/12/2020,18/07/2021,27/05/2021,19/06/2021,25/06/2021,198
SDATOOL-8036,RIC,Media,"139,888",Media,2,04/04/2020,24/10/2020,25/09/2020,23/10/2020,31/10/2020,210
SDATOOL-9342,CCS,Baja,"140,969",Media,3,14/12/2019,24/06/2020,30/05/2020,18/06/2020,20/06/2020,189
SDATOOL-6527,ENG,Alta,"217,681",Media,9,19/09/2019,08/04/2020,04/06/2020,12/06/2020,21/06/2020,276
SDATOOL-3397,RIC,Alta,"144,554",Baja,4,03/05/2024,08/09/2024,25/08/2024,03/09/2024,08/09/2024,128
SDATOOL-1369,RCS,Alta,"176,904",Media,7,29/07/2024,07/02/2025,29/12/2024,09/01/2025,15/01/2025,170
SDATOOL-8242,RCS,Media,"127,343",Baja,6,18/05/2019,13/09/2019,01/08/2019,30/08/2019,31/08/2019,105
SDATOOL-1239,ENG,Media,"342,135",Alta,8,04/12/2020,23/09/2021,27/10/2021,15/11/2021,16/11/2021,347
SDATOOL-7881,RIC,Media,"122,293",Baja,5,07/01/2024,27/04/2024,21/04/2024,11/05/2024,21/05/2024,135
SDATOOL-7030,CIB,Media,"328,147",Alta,7,13/03/2023,15/01/2024,02/01/2024,19/01/2024,26/01/2024,319
SDATOOL-6839,FIN,Media,"128,121",Baja,3,01/01/2024,18/04/2024,14/05/2024,07/06/2024,14/06/2024,165
SDATOOL-6240,T&C,Alta,"359,870",Alta,9,20/08/2024,29/07/2025,11/06/2025,05/07/2025,06/07/2025,320
SDATOOL-2569,RIC,Media,"305,757",Alta,6,20/03/2024,30/12/2024,11/12/2024,07/01/2025,14/01/2025,300
SDATOOL-8244,ENG,Alta,"225,497",Media,9,18/09/2021,11/06/2022,03/06/2022,01/07/2022,02/07/2022,287
SDATOOL-8033,CCS,Media,"288,719",Alta,5,17/11/2019,27/08/2020,19/08/2020,14/09/2020,24/09/2020,312
SDATOOL-2063,FIN,Baja,"93,051",Baja,2,14/03/2023,11/06/2023,14/06/2023,01/07/2023,06/07/2023,114
SDATOOL-8068,FIN,Media,"290,518",Alta,6,13/02/2019,21/11/2019,15/02/2020,04/03/2020,07/03/2020,388
SDATOOL-1933,T&C,Alta,"97,954",Baja,2,29/06/2021,01/11/2021,06/11/2021,17/11/2021,23/11/2021,147
SDATOOL-6543,RCS,Alta,"159,873",Media,5,18/03/2019,04/11/2019,11/09/2019,02/10/2019,11/10/2019,207
SDATOOL-9335,FIN,Baja,"124,823",Media,1,28/11/2020,04/08/2021,20/06/2021,04/07/2021,10/07/2021,224
SDATOOL-3198,FIN,Media,"207,587",Media,5,01/01/2019,07/06/2019,29/07/2019,16/08/2019,22/08/2019,233
SDATOOL-2603,RIC,Media,"215,990",Alta,1,27/09/2024,28/06/2025,04/08/2025,30/08/2025,06/09/2025,344
